t,epsilon,error_raw,error_norm,stim_current,stim_freq
147,0.1,3.312990674773375,0.8554105139691836,0.5962512766728711,6.002752356409902
148,0.1,3.3215233262746313,0.8576136351134074,0.5963043802670589,6.002480406017238
149,0.1,3.330235812537998,0.859863189393546,0.5963561569257109,6.00222338138838
150,0.1,3.3391320904090813,0.8621601984627421,0.5964066916780514,6.001980554917586
151,0.1,3.3482161989993298,0.8645057052150869,0.5964560656257998,6.001751235703358
152,0.1,3.357492259197164,0.8669007736593954,0.5951927830641611,6.0040500134857755
153,0.1,3.3669644591591386,0.8693464851730404,0.5953056426512382,6.0037200115517715
154,0.1,3.376639317960853,0.8718445229741036,0.5954142840570922,6.003407934512598
155,0.1,3.386522860990142,0.8743964428110343,0.5955189382392921,6.0031129061720225
156,0.1,3.39662628788754,0.877005136418584,0.5956198258607776,6.002834095396871
157,0.1,3.406962598218703,0.8796739602701725,0.5967650826655417,6.002456242138899
158,0.1,3.4175381074704116,0.8824045450174745,0.5968066641932428,6.002213265692932
159,0.1,3.428359294826195,0.8851985635784837,0.596847702628542,6.001983974053246
160,0.1,3.439420891416209,0.8880546555368564,0.5998420272175692,6.003331334102481
161,0.1,3.4507079070340456,0.8909689504379407,0.5997344421432915,6.003049283683957
162,0.1,3.462221897123206,0.8939418498955216,0.5996338465339096,6.0027829459975415
163,0.1,3.4739674053319383,0.8969745270745325,0.5995399171504416,6.002531561640891
164,0.1,3.4859492003802868,0.9000682132531941,0.5994523475661057,6.002294409832032
165,0.1,3.498172240674584,0.9032241886865165,0.5993708473322145,6.002070806484844
166,0.1,3.5106417319754977,0.9064437974961242,0.599295141195891,6.001860102390889
167,0.1,3.5233630821776374,0.9097284359944016,0.6006111273317842,5.999268055406856
168,0.1,3.5363842826828624,0.9130904955080259,0.6004769408045063,5.999201022475824
169,0.1,3.54972583360376,0.9165352691433067,0.6003512898937775,5.999139167481529
170,0.1,3.563401611481511,0.920066339807771,0.6002337900138034,5.999082273722166
171,0.1,3.5774261999847283,0.9236874729884624,0.6001240772733482,5.999030136796293
172,0.1,3.591814921016045,0.92740262478363,0.6000218074053003,5.998982563952097
173,0.1,3.606595989627606,0.9312190802884117,0.5999266569923853,5.998939375711842
174,0.1,3.621788651292405,0.935141808662567,0.5998383205167125,5.998900403300196
175,0.1,3.637244405574797,0.9391324672584855,0.602254871951379,6.001065705077961
176,0.1,3.652949430451407,0.9431874872450778,0.6020543228158244,6.000924614286077
177,0.1,3.6689078556291728,0.9473079349080901,0.6018659370445832,6.000792713941323
178,0.1,3.685120934161166,0.9514941337844344,0.6016891298286989,6.0006695678806015
179,0.1,3.7015962224103056,0.9557480349186266,0.6015233453035551,6.000554761452862
180,0.1,3.7183583565149974,0.960075999334251,0.6013680534906585,6.000447898832499
181,0.1,3.7354092090057445,0.9644785105166045,0.6012227509637766,6.000348604038525
182,0.1,3.752750819730409,0.9689560951521404,0.6010869596278906,6.000256520048901
183,0.1,3.770385410928972,0.9735093270207543,0.6004282338286374,5.997921852592066
184,0.1,3.7883065949862873,0.9781365568473077,0.6003367265823542,5.997955664407612
185,0.1,3.806508520104547,0.9828362737041033,0.600252109439793,5.997990100373787
